nmc-expenditure,nmc-expenditure alias,nmc-expenditure id,p,bud-data,nmc-title,nmc-title alias,nmc-title id,p2,bud-data2,nmc-chapter,nmc-chapter alias,nmc-chapter id,p22,bud-data22,nmc-article,nmc-article alias,nmc-article id,p222,bud-data222,nmc-item,nmc-item alias,nmc-item id,p2222,bud-data2222,bud-data exprev,relation,amounts,amount,amount catpol,amount year,figure
nmc-expenditure,E,NIV-47483218314141915_47483218314325669@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45723,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325670@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4572C,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314325671@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45735,MEMBERS OF THE INSTITUTION AND DELEGATES,,nmc-article,1 0 0,NIV-47483218314141915_47483218314325672@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4573F,Salaries, allowances and payments,,nmc-item,1 0 0 4,NIV-47483218314141915_47483218314325674@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4576A,Travel and subsistence allowances, attendance at meetings and associated expenditure,bud-data,exp,,amounts,amount,5.2.61,n,18 901 194
nmc-expenditure,E,NIV-47483218314141915_47483218314325669@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45723,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325670@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4572C,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314325671@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45735,MEMBERS OF THE INSTITUTION AND DELEGATES,,nmc-article,1 0 0,NIV-47483218314141915_47483218314325672@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4573F,Salaries, allowances and payments,,nmc-item,1 0 0 4,NIV-47483218314141915_47483218314325674@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4576A,Travel and subsistence allowances, attendance at meetings and associated expenditure,bud-data,exp,,amounts,amount,5.2.61,nm1,18 901 194
nmc-expenditure,E,NIV-47483218314141915_47483218314325669@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45723,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325670@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4572C,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314325671@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45735,MEMBERS OF THE INSTITUTION AND DELEGATES,,nmc-article,1 0 0,NIV-47483218314141915_47483218314325672@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4573F,Salaries, allowances and payments,,nmc-item,1 0 0 4,NIV-47483218314141915_47483218314325674@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4576A,Travel and subsistence allowances, attendance at meetings and associated expenditure,bud-data,exp,,amounts,amount,5.2.61,nm2,17 365 335,00
nmc-expenditure,E,NIV-47483218314141915_47483218314325669@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45723,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325670@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4572C,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314325671@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45735,MEMBERS OF THE INSTITUTION AND DELEGATES,,nmc-article,1 0 0,NIV-47483218314141915_47483218314325672@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4573F,Salaries, allowances and payments,,nmc-item,1 0 0 8,NIV-47483218314141915_47483218314325675@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4578E,Travel and subsistence allowances, attendance at meetings and associated expenditure of delegates of the Consultative Commission on Industrial Change,bud-data,exp,,amounts,amount,5.2.65,n,472 382
nmc-expenditure,E,NIV-47483218314141915_47483218314325669@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45723,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325670@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4572C,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314325671@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45735,MEMBERS OF THE INSTITUTION AND DELEGATES,,nmc-article,1 0 0,NIV-47483218314141915_47483218314325672@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4573F,Salaries, allowances and payments,,nmc-item,1 0 0 8,NIV-47483218314141915_47483218314325675@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4578E,Travel and subsistence allowances, attendance at meetings and associated expenditure of delegates of the Consultative Commission on Industrial Change,bud-data,exp,,amounts,amount,5.2.65,nm1,472 382
nmc-expenditure,E,NIV-47483218314141915_47483218314325669@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45723,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325670@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4572C,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314325671@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45735,MEMBERS OF THE INSTITUTION AND DELEGATES,,nmc-article,1 0 0,NIV-47483218314141915_47483218314325672@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4573F,Salaries, allowances and payments,,nmc-item,1 0 0 8,NIV-47483218314141915_47483218314325675@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4578E,Travel and subsistence allowances, attendance at meetings and associated expenditure of delegates of the Consultative Commission on Industrial Change,bud-data,exp,,amounts,amount,5.2.65,nm2,519 239,00
nmc-expenditure,E,NIV-47483218314141915_47483218314325669@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45723,EXPENDITURE,,nmc-title,2,NIV-47483218314141915_47483218314325707@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C0B,BUILDINGS, FURNITURE, EQUIPMENT AND MISCELLANEOUS OPERATING EXPENDITURE,,nmc-chapter,2 0,NIV-47483218314141915_47483218314325708@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C15,BUILDINGS AND ASSOCIATED COSTS,,nmc-article,2 0 0,NIV-47483218314141915_47483218314325709@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C26,Buildings,,nmc-item,2 0 0 0,NIV-47483218314141915_47483218314325710@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C30,Rent,bud-data,exp,,amounts,amount,5.2.641,n,2 100 019
nmc-expenditure,E,NIV-47483218314141915_47483218314325669@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45723,EXPENDITURE,,nmc-title,2,NIV-47483218314141915_47483218314325707@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C0B,BUILDINGS, FURNITURE, EQUIPMENT AND MISCELLANEOUS OPERATING EXPENDITURE,,nmc-chapter,2 0,NIV-47483218314141915_47483218314325708@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C15,BUILDINGS AND ASSOCIATED COSTS,,nmc-article,2 0 0,NIV-47483218314141915_47483218314325709@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C26,Buildings,,nmc-item,2 0 0 0,NIV-47483218314141915_47483218314325710@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C30,Rent,bud-data,exp,,amounts,amount,5.2.641,nm1,2 099 776
nmc-expenditure,E,NIV-47483218314141915_47483218314325669@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45723,EXPENDITURE,,nmc-title,2,NIV-47483218314141915_47483218314325707@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C0B,BUILDINGS, FURNITURE, EQUIPMENT AND MISCELLANEOUS OPERATING EXPENDITURE,,nmc-chapter,2 0,NIV-47483218314141915_47483218314325708@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C15,BUILDINGS AND ASSOCIATED COSTS,,nmc-article,2 0 0,NIV-47483218314141915_47483218314325709@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C26,Buildings,,nmc-item,2 0 0 0,NIV-47483218314141915_47483218314325710@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C30,Rent,bud-data,exp,,amounts,amount,5.2.641,nm2,1 941 464,00
nmc-expenditure,E,NIV-47483218314141915_47483218314325669@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45723,EXPENDITURE,,nmc-title,2,NIV-47483218314141915_47483218314325707@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C0B,BUILDINGS, FURNITURE, EQUIPMENT AND MISCELLANEOUS OPERATING EXPENDITURE,,nmc-chapter,2 0,NIV-47483218314141915_47483218314325708@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C15,BUILDINGS AND ASSOCIATED COSTS,,nmc-article,2 0 0,NIV-47483218314141915_47483218314325709@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C26,Buildings,,nmc-item,2 0 0 1,NIV-47483218314141915_47483218314325711@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C52,Annual lease payments and similar expenditure,bud-data,exp,,amounts,amount,5.2.641,n,11 582 176
nmc-expenditure,E,NIV-47483218314141915_47483218314325669@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45723,EXPENDITURE,,nmc-title,2,NIV-47483218314141915_47483218314325707@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C0B,BUILDINGS, FURNITURE, EQUIPMENT AND MISCELLANEOUS OPERATING EXPENDITURE,,nmc-chapter,2 0,NIV-47483218314141915_47483218314325708@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C15,BUILDINGS AND ASSOCIATED COSTS,,nmc-article,2 0 0,NIV-47483218314141915_47483218314325709@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C26,Buildings,,nmc-item,2 0 0 1,NIV-47483218314141915_47483218314325711@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N45C52,Annual lease payments and similar expenditure,bud-data,exp,,amounts,amount,5.2.641,nm1,11 483 890
